author,name,material,technic,genre,style,v_size,h_size,year,price
Bragovskiy Eduard,Moscow is built,Canvas,Oil,Landscape,Impressionism,65,135,1974,18570
Indyukhov Nikolay,Berry settlement,Cardboard,Oil,Landscape,Symbolism,50,70,1984,9000
Gurbanov Gudrat,Flowers,Холст,Масло,Still life,Impressionism,80,90,2011,10000
Gurbanov Gudrat,Space,Холст,Масло,Abstraction,Symbolism,80,60,2012,10000
Gurbanov Gudrat,Butterfly,Холст,Масло,Abstraction,Symbolism,95,75,2010,10000
Zernova Ekaterina,Still-life with lily of the valley,Canvas,Oil,Flowers,Realism,50,70,Unknown,4200
Konovalov Yuriy,Stone fortress in Iran,paper,Сепия,Landscape,Realism,46,64,1970,1710
"Ledeneva Anna,Primirenie,""Папье-маше, эпоксидная"",Скульптура,Portrait,Conceptual art,90,68,2016,6000"
Kolosov Andrey,Passion speed blue,Canvas,silkография,Abstraction,Abstract art,78,91,1993,3430
Bandura Aleksey,Rabbits,Нить,Гобелен,Genre painting,Symbolism,100,100,2012,6130
Davydov AV,Light,Canvas,Oil,Abstraction,Abstract art,90,110,2019,2720
Davydov AV,Moon,Canvas,Oil,Abstraction,Abstract art,80,60,2016,2470
Davydov AV,Sunset,Canvas,Oil,Abstraction,Abstract art,80,60,2017,2470
Davydov AV,Lake,Canvas,Mixed,Abstraction,Abstract art,80,100,2018,2720
Davydov AV,Moon,Canvas,Mixed,Abstraction,Abstract art,80,100,2018,2720
Davydov AV,Energy of fire and water,Canvas,Oil,Abstraction,Abstract art,90,110,2019,2720
Kovalchuk Evgeniy,Windy among olives,Canvas,Oil,Landscape,Impressionism,50,70,2012,940
Konovalov Yuriy,Peter. camel parking,paper,pastel,Landscape,Realism,36,53,2014,1890
Konovalov Yuriy,Yemen. Sana’a,paper,pastel,Landscape,Realism,45,62,1979,1890
Konovalov Yuriy,Colored houses of Burano island,paper,pastel,Landscape,Impressionism,47,68,2009,2230
Merinov Aleksey,Agriculture,Canvas,Oil,Landscape,Expressionism,39.5,100,1990,1200
Merinov Aleksey,Russian,Canvas,Oil,Landscape,Impressionism,60,90,2000,1480
Mishagin Andrey,Soon into the flight,Холст,Масло,Landscape,Impressionism,50,65,2019,1605
Mishagin Andrey,Last day of summer,Холст,Масло,Landscape,Impressionism,50,65,2019,1900
Mishagin Andrey,The frost grew stronger,Холст,Масло,Landscape,Impressionism,40,30,2019,930
Konovalov Roman,Charon the exalter,Canvas,Oil,Religion and myth,Abstract art,165,195,2019,6340
SHmarin Dmitriy,Arkhangelsk,Canvas,Oil,Landscape,Impressionism,60,80,2009,4290
Radoman Igor,Birth of the coat of arms of the RSFSR,Cardboard,Oil,Genre painting,Realism,36,51,Unknown,13000
Zinger Grigoriy,Navy sanatorium,Cardboard,Oil,Landscape,Impressionism,64,45,Unknown,500
Konovalov Yuriy,Autumn in the St. Cyril-Belozersky Monastery,paper,pastel,Landscape,Realism,45,70,2002,1890
"Ledeneva Anna,Adequacy,""Папье-маше, эпоксидная"",Скульптура,Portrait,Conceptual art,176,90,2017,6860"
Grishina Natalya,Melody of hope,Canvas,Oil,Genre painting,Impressionism,60,80,2019,1270
"Grishina Natalya,Hope,""Canvas, лен"",Oil,Genre painting,Realism,70,100,2019,5070"
Ozhereleva Darya,Red fish,Дерево-панель,Acrylic,Animals,Symbolism,40,60,2019,230
Ozhereleva Darya,Number 7,Холст,Акрил,Portrait,Symbolism,100,60,2019,295
Ozhereleva Darya,Number 12,Холст,Акрил,Portrait,Symbolism,80,80,2019,250
Ozhereleva Darya,Number 13,Холст,Акрил,Portrait,Symbolism,80,80,2018,270
Gorlanov Vladimir,Still life with blue drapery,Canvas,Oil,Still life,Expressionism,70,90,2005,10000
Konovalov Yuriy,Dedenevo. Winter evening,paper,pastel,Landscape,Realism,46,63,1989,1970
Indyukhov Nikolay,Green natyurmrot,plywood,Oil,Still life,Symbolism,25,43,Unknown,3210
Ozhereleva Darya,Number 19,Холст,Акрил,Portrait,Symbolism,100,60,2019,320
Ozhereleva Darya,Number 24,Холст,Акрил,Portrait,Symbolism,100,60,2019,380
Ozhereleva Darya,Naked,Холст,Акрил,Nude and erotic,Symbolism,100,70,2019,420
Ozhereleva Darya,The kiss of autumn,Холст,Акрил,Portrait,Symbolism,100,60,2019,360
Ozhereleva Darya,Sweet tooth,Холст,Акрил,Portrait,Symbolism,70,50,2019,340
Ozhereleva Darya,Number 14,Canvas,Acrylic,Animals,Symbolism,100,100,2019,460
Ozhereleva Darya,Old gold,Дерево-панель,Acrylic,Abstraction,Symbolism,60,40,2019,230
Ozhereleva Darya,Repast,Canvas,Acrylic,Animals,Symbolism,70,70,2019,295
Karnaukhov Lev,Postindustry,Canvas,Oil,Landscape,Surrealism,120,83,1983,6990
Kovalchuk Evgeniy,Pumpkin of time,Дерево,Oil,Still life,Abstract art,95,95,2018,2960
Kovalchuk Evgeniy,A cloud over Moscow,ЕвгенийЖанр:ПейзажСтиль:ИмпрессионизмРазмер:40,ЕвгенийЖанр:ПейзажСтиль:ИмпрессионизмРазмер:40,Landscape,Impressionism,Unknown,Unknown,Unknown,1060
Kovalchuk Evgeniy,Toucan,Дерево,Oil,Animals,Impressionism,75.5,76,2018,2320
Merinov Aleksey,Forest,Canvas,Oil,Landscape,Impressionism,80.5,101,2000,1500
Zabaluhin Yuriy,Mushrooms,Canvas,Oil,Still life,Realism,63.5,65,Unknown,1840
Zinger Grigoriy,Winter in Samara,Cardboard,Oil,Landscape,Realism,50,70,Unknown,500
Makarov Anton,Apple blossom,Canvas,Oil,Landscape,Impressionism,85,100,2008,3210
Indyukhov Nikolay,Still life with bottles,Cardboard,Oil,Still life,Symbolism,49,79,1990,10000
Kovalchuk Evgeniy,Rhino,Дерево,Oil,Animals,Impressionism,76,87,2019,1650
Kovalchuk Evgeniy,Red Apple,Дерево,Oil,Still life,Impressionism,50,49,2019,630
Kovalchuk Evgeniy,Yellow Apple,Дерево,Oil,Still life,Impressionism,50,49,2019,10000
Kovalchuk Evgeniy,Evening,Canvas,Oil,Landscape,Impressionism,40,60,2008,510
Kovalchuk Evgeniy,Wind in olives,Canvas,Oil,Landscape,Impressionism,70,70,2010,
Kovalchuk Evgeniy,Wind grenade,Дерево,Oil,Still life,Impressionism,50,61.7,2019,1500
Kovalchuk Evgeniy,Self portrait,Дерево,Oil,Portrait,Impressionism,76,76,2018,5070
Paronyan-Ovsepyan Gurgen,Gouros. Holy Cross. Sanahin,Canvas,Oil,Landscape,Realism,49,69.5,1961,5070
"Konovalov Yuriy,""Solovki, panorama"",paper,pastel,Landscape,Realism,32,61,2014,2490"
"Konovalov Yuriy,Still life. Methodical work 1,Cardboard,""pastel, тушь, воск"",Still life,Realism,71,52,1990,1930"
Konovalov Yuriy,Dedenevo Waiting for Spring,paper,pastel,Landscape,Realism,31,49,2001,1890
Indyukhov Nikolay,Winter forest,plywood,Oil,Landscape,Symbolism,35,45,Unknown,3860
Zinger Grigoriy,Carps,Cardboard,Oil,Still life,Realism,70,95,Unknown,500
Shameem Subrana,Radical Thoughts 11,Canvas,acrylic,Abstraction,Abstract art,60,60,2016,3680
Busygin Aleksandr,Celebration,Canvas,Oil,Still life,Surrealism,78,98,1992,5915
Indyukhov Nikolay,Bright day,Canvas,Oil,Landscape,Symbolism,55,77,1995,9190
Konovalov Yuriy,Kizhi. gold autumn,paper,pastel,Landscape,Impressionism,31,49,2013,1630
Zinger Grigoriy,7 corridor,Cardboard,Oil,Landscape,Realism,55,80,Unknown,500
Firsov Aleksey,Evening by the sea,Cardboard,Oil,Landscape,Realism,35,50,Unknown,2140
Busygin Aleksandr,Peppermint horse,Canvas,Oil,Animals,Symbolism,70,80,1992,5915
Busygin Aleksandr,Golden horse,Paper,Watercolor,Animals,Symbolism,60,80,1995,2535
Busygin Aleksandr,Two angels,Canvas,Oil,Genre painting,Symbolism,80,100,1992,5915
Busygin Aleksandr,Blue sky,Canvas,Oil,Landscape,Symbolism,80,100,2000,5915
Busygin Aleksandr,Meeting on the way,Canvas,Oil,Genre painting,Symbolism,80,60,1996,2960
Busygin Aleksandr,Funny skittles,Canvas,Oil,Still life,Surrealism,70,88,1992,5915
Konovalov Yuriy,Santorini. Bell tower,paper,pastel,Landscape,Impressionism,44,61,2012,1840
Shameem Subrana,Life,Canvas,acrylic,Abstraction,Abstract art,60,60,2017,3600
Sokolov Aleksandr,Mum has come home,Canvas,Oil,Portrait,Realism,66,38,1957,
Shameem Subrana,Radical Thoughts 9,Canvas,acrylic,Abstraction,Abstract art,60,60,2017,3600
Serzhantova Olesya,Roses. Coffee. Morning,Canvas,Oil,Genre painting,Symbolism,40,45,2019,1060
Serzhantova Olesya,Beautiful spring morning. Tulips,Canvas,Oil,Genre painting,Symbolism,55,37,2018,1140
Serzhantova Olesya,Nadyushkin’s dreams,Canvas,Oil,Genre painting,Symbolism,20,23,2013,420
Serzhantova Olesya,Bouquet,Canvas,Oil,Still life,Symbolism,27,23,2019,510
"Konovalov Yuriy,Yemen. Sana’a,paper,""watercolor, charcoal"",Landscape,Realism,50,77,1979,2830"
Zernova Ekaterina,Sevastopol. Submarine chaser,Canvas,Oil,Genre painting,Realism,48,68,1946,10000
Severina Nadejda,Balaclava,Canvas,Oil,Landscape,Impressionism,70,80,2014,4710
Terekhin Vladimir,Yellow clouds,Fiberboard,Oil,Landscape,Expressionism,49,67,2002,6430
"Polushin Anton,Watching the fall. Diptych,Silk,""Oil, поталь, лак"",Abstraction,Abstract art,80,130,Unknown,11835"
"Polushin Anton,Steel melting. Diptych,Silk,""Oil, поталь, лак"",Abstraction,Abstract art,80,130,Unknown,11835"
"Polushin Anton,Release potential,Silk,""Oil, золото, лак"",Abstraction,Abstract art,80,60,Unknown,2960"
"Polushin Anton,Our life,Silk,""Oil, золото, лак"",Abstraction,Abstract art,80,60,Unknown,2960"
"Polushin Anton,Priceless gift,Silk,""Oil, золото, лак"",Abstraction,Abstract art,80,60,Unknown,2960"
Podbelskiy Georgiy,Old corridor,Canvas,Oil,Landscape,Realism,70,100,1929,6130
Beshkinskaya Larisa,Still life. Flowers in a blue vase,Canvas,Oil,Flowers,Realism,82,62,Unknown,4200
Piskarev Vladimir,Travel,Canvas,acrylic,Genre painting,Symbolism,85,100,2011,6130
Indyukhov Nikolay,Radiant day,Canvas,Oil,Landscape,Symbolism,61,89,1982,16230
Kocharyan Ananiya,Flourishing,Canvas,Oil,Abstraction,Abstract art,100,80,2019,3890
Kocharyan Ananiya,Blue dance,Canvas,Oil,Abstraction,Abstract art,100,80,2019,4650
Kocharyan Ananiya,Rhapsody,Canvas,Oil,Abstraction,Abstract art,70,60,2019,1590
Kocharyan Ananiya,Pulse,Canvas,Oil,Abstraction,Abstract art,70,60,2019,1590
Bragovskiy Eduard,Tarusa,Canvas,Oil,Landscape,Impressionism,70,90,1963,14860
Bakumov Vyacheslav,The snow melts,Canvas,Oil,Landscape,Realism,21,23,2001,
SHein Nikolay,Winter landscape,Canvas,Oil,Landscape,Impressionism,60,80,1950,4290
Terekhin Vladimir,Landscape with moon,Fiberboard,Oil,Landscape,Impressionism,40,76,2013,4710
Kocharyan Ananiya,Shades,Canvas,Oil,Abstraction,Abstract art,70,70,2014,2750
Radaev Mihail,Zhiguli,Cardboard,Oil,Landscape,Impressionism,20,33,1983,800
Zernova Ekaterina,Spring flowers,Canvas,Oil,Flowers,Realism,52,62,1959,4200
Yujanin Sergey,Landscape with road,Canvas,watercolor,Landscape,Realism,25,35,Unknown,7500
Konovalov Yuriy,Berlin. Early morning,paper,pastel,Landscape,Realism,46,62,1970,2310
Merinov Aleksey,Yalta,Canvas,Oil,Landscape,Impressionism,69,100,2000,1500
Kocharyan Ananiya,Red morning,Canvas,Oil,Abstraction,Abstract art,60,80,2019,3490
Kocharyan Ananiya,Decomposition,Canvas,Oil,Abstraction,Abstract art,95,95,2018,4650
Bider Volf,On the Volga in Shiryaevo,Cardboard,Oil,Landscape,Impressionism,43,69,1954,2450
Zabaluhin Yuriy,Perches on the river Irgiz,Cardboard,Oil,Landscape,Impressionism,40,62,Unknown,740
Konovalov Yuriy,River Ikshanka,paper,pastel,Landscape,Realism,31,48,2004,1970
Merinov Aleksey,Storm in Alupka,Canvas,Oil,Landscape,Impressionism,49,69,2010,1290
Gorshunov Denis,Triad,Paper,Mixed,Still life,Conceptual art,50,60,2018,1060
Gorshunov Denis,Ramadan,Paper,Mixed,Religion and myth,Conceptual art,40,60,2018,1060
Konovalov Yuriy,The Tourist” station. Spring thaw,paper,pastel,Landscape,Realism,34,50,2002,2570
Terekhin Vladimir,Person,Canvas,Oil,Genre painting,Conceptual art,89,97,1991,22860
Koshina Mariya,Cada dia buscaba tu pista ilusoruo. Thinking about illusion,Canvas,Oil,Portrait,Symbolism,90,90,2014,10000
SHaginyan Mirel,Still life on a background of mountains,Canvas,Oil,Still life,Realism,75,101,1970,
Salihov Rustam,Immensity of the world №4,Canvas,Oil,Abstraction,Abstract art,100,100,2010,12290
Gorshunov Denis,Electric light,Paper,Mixed,Still life,Conceptual art,46,52,2018,6430
Gorshunov Denis,Sink and other items,Paper,Mixed,Still life,Conceptual art,49,50,2017,1270
Gorshunov Denis,Calvados and the gray tablecloth,Paper,Mixed,Still life,Conceptual art,44,51,2018,8570
Gorshunov Denis,Still life with a tube,Paper,Mixed,Still life,Conceptual art,50,60,2017,6860
Gorshunov Denis,On the yellow table,Paper,Mixed,Still life,Conceptual art,37,44,2018,6430
Gorshunov Denis,The illusion of positive,Paper,Mixed,Still life,Conceptual art,50,60,2018,7290
Konovalov Yuriy,Dedenevo village. “The Tourist” station,paper,pastel,Landscape,Realism,34,50,2002,2570
Konovalov Yuriy,Summer landscape,paper,pastel,Landscape,Realism,63,46,1993,1800
Filimonov Aleksandr,Cargo cult,Дерево,Ручная,Abstraction,Conceptual art,Unknown,Unknown,2017,1710
"Volkova Elena,Female head,Canvas,""Oil, acrylic"",Portrait,Symbolism,81,55,2015,1220"
Gorshunov Denis,Through the eyes of a child,Paper,Mixed,Still life,Conceptual art,50,60,2018,1290
Gorshunov Denis,A bouquet for you,Paper,Mixed,Still life,Conceptual art,35,44,2017,4290
Kocharyan Ananiya,Out of blue,canvas,oil,Abstraction,Abstract art,100,80,2019,3910
Zinger Grigoriy,Bank of the Volga,Cardboard,Oil,Landscape,Impressionism,23,33,1957,500
Konovalov Yuriy,Kizhi. Reflection,paper,pastel,Landscape,Realism,35,42,2014,1710
Gorlanov Vladimir,Moonlight night,Cardboard,Oil,Landscape,Expressionism,63.6,60,1998,4290
Slyusarev Ivan,Landscape with pine,Canvas,Oil,Landscape,Realism,44,80,Unknown,4290
Vishnya Igor,Son Iosifa,canvas,acrylic,,Symbolism,100,120,2014,5100
Filippov Yuriy,Still Life with Apples and damask,Cardboard,pastel,Still life,Realism,65,100,1978,12260
Tryndyk Vasiliy,The women,Canvas,Oil,Genre painting,Conceptual art,70,80,Unknown,3640
Kerkeladze Niko,Diogenes,Canvas,Oil,Genre painting,Naive art,70,70,2016,500
"Voskanyan Rita,Dream blue panther,""paper, спец.грунт"",Oil,Abstraction,Symbolism,70,100,Unknown,3430"
Liza Shchegol,Sleep my joy,Cardboard,Темпера,Genre painting,Naive art,60,50,2019,640
Liza Shchegol,Try dill water,Cardboard,Темпера,Portrait,Naive art,50,40,2019,600
Novokreshchenov Viktor,Attraction,Cardboard,Oil,Genre painting,Expressionism,114,73,1980,7370
Tenyaev Oleg,Night Balaklava,Canvas,Oil,Landscape,Impressionism,40,60,2016,7020
Speranskiy Aleksey,Cafe Montmartre,Canvas,Oil,Landscape,Symbolism,60,70,2007,9860
Firsov Aleksey,Surf-2,Cardboard,Темпера,Landscape,Realism,50,79.5,1968,2360
Liza Shchegol,Autumn yards,Cardboard,Темпера,Landscape,Naive art,50,60,2019,640
Liza Shchegol,Heat,Cardboard,Темпера,Landscape,Naive art,40,60,2019,640
Akutin Nikolay,Mushroom rain,Canvas,Oil,Landscape,Realism,59,69,1995,1710
Doniy Igor,Clock,Canvas,Oil,Landscape,Surrealism,105,115,2006,3210
Merinov Aleksey,Coast,Canvas,Oil,Landscape,Impressionism,48,70,1990,1200
Zinger Grigoriy,Polar sky,Cardboard,Oil,Landscape,Realism,50,78,Unknown,500
Kulebakin Nikolay,Flying,Fiberboard,Oil,Abstraction,Abstract art,85,94,2004,5760
Novokreshchenov Viktor,The sunflowers,Fiberboard,Oil,Landscape,Expressionism,85,118,2005,7370
Novokreshchenov Viktor,With saxophone,Fiberboard,Oil,Genre painting,Expressionism,90,100,2004,9860
Lejnikov Yuriy,D. Kurba. Zarechnyi graveyard,Cardboard,Oil,Landscape,Realism,50,70,1968,1500
"Fedorova Anna,Wind from the sea,paper,""acrylic, тушь"",Still life,Symbolism,50,70,2016,860"
Halzev Nikolay,Gurzuf. on the catwalk,paper,Офорт,Landscape,Realism,26,40,1966,500
Lejnikov Yuriy,Sailor,paper,charcoal,Portrait,Realism,42,31,1967,500
"Tyukin Vadim,Flowering oak,Canvas,""acrylic, см."",Landscape,Symbolism,75,90,Unknown,1800"
Tyukin Vadim,Spruce in tomato sauce,Canvas,acrylic,Landscape,Symbolism,110,90,Unknown,2310
Tyukin Vadim,Birch sugar,Canvas,acrylic,Landscape,Symbolism,110,90,Unknown,
Tyukin Vadim,Prostipoma and peled,Canvas,acrylic,Still life,Expressionism,85,100,Unknown,1230
Novokreshchenov Viktor,Composition with Aronia,Canvas,Oil,Genre painting,Expressionism,129,83,2009,9860
Novokreshchenov Viktor,On a visit to the world,Canvas,Oil,Genre painting,Expressionism,90,70,2006,6130
Novokreshchenov Viktor,Guitar at the mirror,Fiberboard,Oil,Still life,Expressionism,130.5,86,2004,9860
Novokreshchenov Viktor,City outskirts. Samara,Fiberboard,Oil,Landscape,Expressionism,90,70,2010,7370
Novokreshchenov Viktor,Reflection,Fiberboard,Oil,Abstraction,Expressionism,100,85,2009,6130
Novokreshchenov Viktor,Long summer motives,Fiberboard,Oil,Genre painting,Expressionism,95,57,2008,5570
Filippov Yuriy,The river flooded,Cardboard,Oil,Landscape,Realism,50,70,1967,12260
Suhov Vyacheslav,Potter,paper,watercolor,Genre painting,Symbolism,41,45,2013,500
Filippov Yuriy,Landscape with trees,Cardboard,Oil,Landscape,Realism,39,50,1980,6130
Terekhin Vladimir,Portrait of Russian Empress Alexandra Feodorovna,canvas,oil,Portrait,Impressionism,89,78,1992,14290
Novokreshchenov Viktor,Temple,Canvas,Oil,Landscape,Expressionism,113,83,2008,9190
Novokreshchenov Viktor,Two,Fiberboard,Oil,Landscape,Expressionism,104,70,2004,9210
Novokreshchenov Viktor,Picnic,Fiberboard,Oil,Landscape,Expressionism,95,85,2004,9210
Novokreshchenov Viktor,Fleeing,Fiberboard,Oil,Landscape,Expressionism,90,85,2009,7370
Novokreshchenov Viktor,Girl at the wheel,Oil,Oil,Genre painting,Expressionism,67,80.5,2004,6130
Novokreshchenov Viktor,Composition with peonies,Fiberboard,Oil,Flowers,Expressionism,75,85,Unknown,5570
Novokreshchenov Viktor,The harvest is good!,Fiberboard,Oil,Genre painting,Expressionism,92,85,2006,9860
Novokreshchenov Viktor,Winter rowan,Fiberboard,Oil,Flowers,Expressionism,85,50,2006,4930
Novokreshchenov Viktor,Improvisation,Fiberboard,Oil,Abstraction,Abstract art,85,90,2006,6130
Novokreshchenov Viktor,Evening composition trees,Canvas,Oil,Landscape,Expressionism,81,90,2010,9860
Novokreshchenov Viktor,Daisies,Fiberboard,Oil,Flowers,Expressionism,85,99,2005,5570
Konovalov Yuriy,Santorini. caldera,paper,pastel,Landscape,Impressionism,41,62,2012,1840
Firsov Aleksey,The girl at the gate,Canvas,Oil,Portrait,Realism,60,40,1974,2360
Firsov Aleksey,Lenin and work,Cardboard,Oil,Genre painting,Realism,63,48,1963,2140
Filippov Yuriy,Based on Russian fairy tales,Canvas,Oil,Genre painting,Realism,100,100,1990,12260
Lejnikov Yuriy,Reading,paper,gouache,Portrait,Realism,48.5,38,1976,1650
Kulebakin Nikolay,On the eve of Christmas,Fiberboard,Oil,Abstraction,Abstract art,137,170,2004,25600
Novokreshchenov Viktor,Pike,Fiberboard,Oil,Landscape,Impressionism,61,73,2000,4930
Novokreshchenov Viktor,Bouquet,Canvas,Oil,Flowers,Expressionism,90,70,2009,6130
"Lejnikov Yuriy,Outskirts of a village,paper,""watercolor, pastel"",Landscape,Realism,39,51,1967,710"
Konovalov Yuriy,Intercession-Glebovskiy Park,paper,pastel,Landscape,Realism,55,79,1987,2660
Kakovkina Galina,Alexander park,Canvas/cardboard,Oil,Landscape,Impressionism,60,70,2011,3000
Filippov Yuriy,Autumn flared. By the river,Cardboard,Oil,Landscape,Realism,50,70,1983,10000
